url|address|name|online_order|book_table|rate|votes|phone|location|rest_type|dish_liked|cuisines|approx_cost(for two people)|reviews_list|menu_item|listed_in(type)|listed_in(city)|contact1|contact2
https://www.zomato.com/bangalore/kannadigas-karavali-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MDIyMjU3IiwiMTgzOTY3NTAiLCIxODYxMDg1NiIsIjE4NzI0ODQ3IiwxODczMzgwNywiNTk1ODciLCI2MDUxOSIsIjU1OTkxIiwiNjEwNjkiLCIxODE0ODkzMiIsIjU5MjQ4IiwiMTg3NjA5NzYiLCIxODg1MzcyMiIsIjE4NTk2OTc2IiwiMTg3MjQxNjYiLCIxODcyNDU0NyIsIjE4OTE4OTA1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=|1189 9th Main Ashok Nagar Bank 1st Stage Banashankari Bangalore|Kannadigas Karavali|No|No||0|"+91 8971651469
+91 9535195566"|Banashankari|Quick Bites||Mangalorean, South Indian, North Indian|250||[]|Delivery|Banashankari|918971651469|919535195566
https://www.zomato.com/bangalore/soms-kitchen-bakes-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU1OTkxIiwiNjEwNjkiLCIxODE0ODkzMiIsIjU5MjQ4IiwxODc2MDk3NiwiMTg4NTM3MjIiLCIxODU5Njk3NiIsIjE4NzI0MTY2IiwiMTg3MjQ1NDciLCIxODkxODkwNSIsIjE4OTA4ODg4IiwiMTg5Mjg0MDMiLCIxODQ2MDAzOCIsIjE4NjQzNTEyIiwiMTg3MDIxMTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|346 7th Cross 8th Main Road Padmanabham Nagar Banashankari Bangalore|Soms Kitchen & Bakes|No|No||0|+91 7406567897|Banashankari|Delivery||South Indian, North Indian, Continental|400||[]|Delivery|Banashankari|917406567897| 
https://www.zomato.com/bangalore/banashankari-nati-style-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjYxMDY5IiwiMTgxNDg5MzIiLCI1OTI0OCIsIjE4NzYwOTc2IiwxODg1MzcyMiwiMTg1OTY5NzYiLCIxODcyNDE2NiIsIjE4NzI0NTQ3IiwiMTg5MTg5MDUiLCIxODkwODg4OCIsIjE4OTI4NDAzIiwiMTg0NjAwMzgiLCIxODY0MzUxMiIsIjE4NzAyMTE2IiwiMTg3MTg5MDMiLCIxODcyNDc5MiIsIjE4NzI0ODIxIiwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|171 Ramalh Garden Kadieranahall Circle Near Raghavendra Flour Mill Dr Vishnuvardhan Main Road BSK 2nd Stage Banashankari Bangalore|Banashankari Nati Style|No|No||0|"+91 9035141678
+91 974217429"|Banashankari|Quick Bites||Biryani, Chinese, South Indian, North Indian|350||[]|Delivery|Banashankari|919035141678|91974217429
https://www.zomato.com/bangalore/mohitesh-hut-roll-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU5MjQ4IiwiMTg3NjA5NzYiLCIxODg1MzcyMiIsIjE4NTk2OTc2IiwxODcyNDE2NiwiMTg3MjQ1NDciLCIxODkxODkwNSIsIjE4OTA4ODg4IiwiMTg5Mjg0MDMiLCIxODQ2MDAzOCIsIjE4NjQzNTEyIiwiMTg3MDIxMTYiLCIxODcxODkwMyIsIjE4NzI0NzkyIiwiMTg3MjQ4MjEiLCIxODcyNDY0MiIsIjE4NzQxMzQ2IiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwiMTg5MDIzMjEiLCIxODE3MzA5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19|29 5th Cross Near PES College 100 Feet Road Dwaraka Nager Banashankari Bangalore|Mohitesh Hut Roll|No|No||0|+91 8147341276|Banashankari|Quick Bites||Rolls, North Indian|150||[]|Delivery|Banashankari|918147341276| 
https://www.zomato.com/bangalore/sri-basaveshwar-jolada-rotti-oota-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzYwOTc2IiwiMTg4NTM3MjIiLCIxODU5Njk3NiIsIjE4NzI0MTY2IiwxODcyNDU0NywiMTg5MTg5MDUiLCIxODkwODg4OCIsIjE4OTI4NDAzIiwiMTg0NjAwMzgiLCIxODY0MzUxMiIsIjE4NzAyMTE2IiwiMTg3MTg5MDMiLCIxODcyNDc5MiIsIjE4NzI0ODIxIiwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|692 12th Cross 7th Block Kankapura Main Road Banashankari Bangalore|Sri Basaveshwar Jolada Rotti Oota|No|No||0|"+91 9663341824
+91 7204025617"|Banashankari|Quick Bites||South Indian|150||[]|Delivery|Banashankari|919663341824|917204025617
https://www.zomato.com/bangalore/swathi-cool-point-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzI0NTQ3IiwiMTg5MTg5MDUiLCIxODkwODg4OCIsIjE4OTI4NDAzIiwxODQ2MDAzOCwiMTg2NDM1MTIiLCIxODcwMjExNiIsIjE4NzE4OTAzIiwiMTg3MjQ3OTIiLCIxODcyNDgyMSIsIjE4NzI0NjQyIiwiMTg3NDEzNDYiLCIxODc0MDM0MyIsIjE4Nzg5ODg4IiwiMTg4OTU4NTIiLCIxODkwMjMyMSIsIjE4MTczMDkyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=|21 7th Main Dwarakangar Banashankari Bangalore|Swathi Cool Point|No|No||0|+91 9480356851|Banashankari|Beverage Shop||Beverages, Juices|200||[]|Delivery|Banashankari|919480356851| 
https://www.zomato.com/bangalore/kaumudis-juoice-banashankari?context=eyJzZSI6eyJlIjpbIjE4OTE4OTA1IiwiMTg5MDg4ODgiLCIxODkyODQwMyIsIjE4NDYwMDM4IiwxODY0MzUxMiwiMTg3MDIxMTYiLCIxODcxODkwMyIsIjE4NzI0NzkyIiwiMTg3MjQ4MjEiLCIxODcyNDY0MiIsIjE4NzQxMzQ2IiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwiMTg5MDIzMjEiLCIxODE3MzA5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19|487 Cauvery Complex SBM Colony 80 Feet Road Banashankri Bangalore|Kaumudis Juoice|No|No||0|+91 7829662162|Banashankari|Beverage Shop, Quick Bites||Beverages, Fast Food, Juices|150|Rated 50 RATEDn  Excellent sandwich so much underrated and very friendly environment juices are good with fresh fruits Try the mushroom cheese sandwich its bang for the buck|[]|Delivery|Banashankari|917829662162| 
https://www.zomato.com/bangalore/amma-manae-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTA4ODg4IiwiMTg5Mjg0MDMiLCIxODQ2MDAzOCIsIjE4NjQzNTEyIiwxODcwMjExNiwiMTg3MTg5MDMiLCIxODcyNDc5MiIsIjE4NzI0ODIxIiwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|10 4th cross Muneshwara Block Devinagar Banashankari Bangalore|Amma - Manae|No|No||0|"+91 8095145774
+91 9986843104"|Banashankari|Takeaway, Delivery||South Indian|400||[]|Delivery|Banashankari|918095145774|919986843104
https://www.zomato.com/bangalore/sri-sai-tiffannies-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTI4NDAzIiwiMTg0NjAwMzgiLCIxODY0MzUxMiIsIjE4NzAyMTE2IiwxODcxODkwMywiMTg3MjQ3OTIiLCIxODcyNDgyMSIsIjE4NzI0NjQyIiwiMTg3NDEzNDYiLCIxODc0MDM0MyIsIjE4Nzg5ODg4IiwiMTg4OTU4NTIiLCIxODkwMjMyMSIsIjE4MTczMDkyIiwiNTY2MzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|5591 Opposite Canara Bank ATM Pipelane Road Sri Nagar Banashankari Bengaluru|Sri Sai Tiffannies|No|No||0|+91 9483901438|Banashankari|Quick Bites||South Indian, Chinese|150||[]|Delivery|Banashankari|919483901438| 
https://www.zomato.com/bangalore/hotel-andhra-speices-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDYwMDM4IiwiMTg2NDM1MTIiLCIxODcwMjExNiIsIjE4NzE4OTAzIiwxODcyNDc5MiwiMTg3MjQ4MjEiLCIxODcyNDY0MiIsIjE4NzQxMzQ2IiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwiMTg5MDIzMjEiLCIxODE3MzA5MiIsIjU2NjM0IiwiMTg4MjA0MjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|263 3rd Main Road Chikka Laksandra Banashankari Bangalore|Hotel Andhra Speices|No|No||0|+91 9591079669|Banashankari|Quick Bites||Andhra|250||[]|Delivery|Banashankari|919591079669| 
https://www.zomato.com/bangalore/sri-murari-family-restaurant-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjQzNTEyIiwiMTg3MDIxMTYiLCIxODcxODkwMyIsIjE4NzI0NzkyIiwxODcyNDgyMSwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiLCI1NjYzNCIsIjE4ODIwNDI2IiwiMTg2ODM0ODAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|57 3rd cross 80 feet Road Banashankari Bangalore|Sri Murari Family Restaurant|No|No||0|"+91 9886670026
+91 903599200"|Banashankari|Quick Bites||Biryani|250|Rated 40 RATEDn  This tiny mess near kathriguppe signal packs a punch when it comes to Andhra meals They serve hot meals with tasty PAPPU dhal with spinach and ghee it waters Ur mouth right   They also serve non vegetarian like briyani and methi chicken Rated 50 RATEDn  This has become my go to place now for lunch The Andhra meals that they provide are to die for Biriyani is also superb But the standout performer for me is the Sholay kabab It is perfectly spiced with a tangy twist in the mouth Looks droolworthy as well|[]|Delivery|Banashankari|919886670026|91903599200
https://www.zomato.com/bangalore/aramane-donne-biriyani-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzAyMTE2IiwiMTg3MTg5MDMiLCIxODcyNDc5MiIsIjE4NzI0ODIxIiwxODcyNDY0MiwiMTg3NDEzNDYiLCIxODc0MDM0MyIsIjE4Nzg5ODg4IiwiMTg4OTU4NTIiLCIxODkwMjMyMSIsIjE4MTczMDkyIiwiNTY2MzQiLCIxODgyMDQyNiIsIjE4NjgzNDgwIiwiNTU5OTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|94 Katriguppe Main Road Opposite Pai Showroom Banashankari Bangalore|Aramane Donne Biriyani|No|No||0|"+91 6360738836
+91 7892206383"|Banashankari|Quick Bites||South Indian, Biryani|150||[]|Delivery|Banashankari|916360738836|917892206383
https://www.zomato.com/bangalore/darkolates-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzE4OTAzIiwiMTg3MjQ3OTIiLCIxODcyNDgyMSIsIjE4NzI0NjQyIiwxODc0MTM0NiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwiMTg5MDIzMjEiLCIxODE3MzA5MiIsIjU2NjM0IiwiMTg4MjA0MjYiLCIxODY4MzQ4MCIsIjU1OTk0IiwiNTYwNDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|66 Benaka 2nd Cross 2nd Main Kathriguppe East 3rd Stage Banashankari Bangalore|Darkolates|No|No||0|+91 990121505|Banashankari|Confectionery||Desserts|200||[]|Delivery|Banashankari|91990121505| 
https://www.zomato.com/bangalore/swaada-healthy-kitchen-1-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI0NzkyIiwiMTg3MjQ4MjEiLCIxODcyNDY0MiIsIjE4NzQxMzQ2IiwxODc0MDM0MywiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiLCI1NjYzNCIsIjE4ODIwNDI2IiwiMTg2ODM0ODAiLCI1NTk5NCIsIjU2MDQyIiwiNTQ4OTgiLCIxODQ2MDA1NSIsIjUzNDc4IiwiMTg5MDIxNzMiLCIxODM4NzM3NyIsIjE4NDI0MDYyIiwiMTg2MDEwMDIiLCI1NDkyMiIsIjE4NTgzNDU0IiwiMTg4MDMxNjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|617 100 Feet Ring Road Next to Devegowda Petrol Pump Banashankari Bangalore|Swaada Healthy Kitchen|No|No||0|+91 9964218383|Banashankari|Quick Bites, Beverage Shop||Healthy Food, Juices, Sandwich|350||[]|Delivery|Banashankari|919964218383| 
https://www.zomato.com/bangalore/gawdaru-mane-beriyani-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI0ODIxIiwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwxODc4OTg4OCwiMTg4OTU4NTIiLCIxODkwMjMyMSIsIjE4MTczMDkyIiwiNTY2MzQiLCIxODgyMDQyNiIsIjE4NjgzNDgwIiwiNTU5OTQiLCI1NjA0MiIsIjU0ODk4IiwiMTg0NjAwNTUiLCI1MzQ3OCIsIjE4OTAyMTczIiwiMTgzODczNzciLCIxODQyNDA2MiIsIjE4NjAxMDAyIiwiNTQ5MjIiLCIxODU4MzQ1NCIsIjE4ODAzMTYwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=|209 5th Cross AG Thaneerappa Road 1st Phase Girinagar Ganapathi Nagar Banashankari Stage I Banashankari Bengaluru|Gawdaru Mane Beriyani|No|No||0|+91 944979842|Banashankari|Quick Bites||South Indian, Biryani|300||[]|Delivery|Banashankari|91944979842| 
https://www.zomato.com/bangalore/inchara-restaurant-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjE4MTQ4OTQxIiwiMTg2MTk0MzQiLCIxODQyMzQxNCIsIjE4ODM5NTE3IiwxODcyNzMyNSwiNTc5NTkiLCIxODg1ODAwNSIsIjE3OTc4MzUyIiwiMTgzODI5MTMiLCIxODY1ODc5MSIsIjE4NzMzMTQzIiwiNTQxNzEiLCIxODc4MjQ2OSIsIjE4ODc3Nzc1IiwiMTg1MzQ2NzciLCIxODI4MDYwMCIsIjU5MDg4IiwiMTg0NDQ4NDkiLCI1NTA5MCIsIjU0MzUxIiwiMTg4OTA4NzIiLCIxODg1MjY3OSIsIjE4NDk0MDcwIiwiNTQzMjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==|84 Basavanagudi Bangalore|Inchara Restaurant|Yes|No||0|+91 991604581|Basavanagudi|Quick Bites||North Indian, Chinese|300|Rated 50 RATEDn  Nice food in very reasonable price  Its like pocket friendlynRestaurant in southend circle all food made typical naati stylenIts adjusted between bar Overall good I will recommend this place Rated 10 RATEDn  Avoid Avoid The new management that took over is money minded they jacked up the prices but the quality has gone down a lot The previous owner was really nice and humble|[]|Delivery|Banashankari|91991604581| 
